Time; Serial.print output 
t; x; y; theta
79533910.701000; 2.55; 0.22; -88.38
79550599.527000; 2.55; 0.22; -88.38
79567757.167000; 2.55; 0.22; -88.38
79581659.728000; 2.55; 0.22; -88.38
79598821.743000; 2.55; 0.22; -88.38
79614637.048000; 2.55; 0.22; -88.38
79630865.572000; 2.55; 0.22; -88.38
79645654.013000; 2.55; 0.22; -88.38
79662077.265000; 2.55; 0.22; -88.38
79679577.555000; 2.55; 0.22; -88.38
79693967.917000; 2.55; 0.22; -88.38
79710461.808000; 2.55; 0.22; -88.38
79727403.289000; 2.55; 0.22; -88.38
79741648.124000; 2.55; 0.22; -88.38
79757727.191000; 2.55; 0.22; -88.38
79774917.839000; 2.55; 0.22; -88.38
79791523.007000; 2.55; 0.22; -88.38
79807233.953000; 2.55; 0.22; -88.38
79821653.236000; 2.55; 0.22; -88.38
79837691.973000; 2.55; 0.22; -88.38
79854116.166000; 2.55; 0.22; -88.38
79871023.178000; 2.55; 0.22; -88.38
79887375.116000; 2.55; 0.22; -88.38
79901676.390000; 2.55; 0.22; -88.38
79917708.579000; 2.55; 0.22; -88.38
79933930.267000; 2.55; 0.22; -88.38
79949662.075000; 2.55; 0.22; -88.38
79965728.192000; 2.55; 0.22; -88.38
79982919.542000; 2.55; 0.22; -88.38
79999225.539000; 2.55; 0.22; -88.38
80016091.215000; 2.55; 0.22; -88.38
80030545.167000; 2.55; 0.22; -88.38
80047570.892000; 2.55; 0.22; -88.38
80061658.947000; 2.55; 0.22; -88.38
80077789.592000; 2.55; 0.22; -88.38
80093654.444000; 2.55; 0.22; -88.38
80110990.536000; 2.55; 0.22; -88.38
80125646.265000; 2.55; 0.22; -88.38
80141717.248000; 2.55; 0.22; -88.38
80157828.020000; 2.55; 0.22; -88.38
80174689.866000; 2.55; 0.22; -88.38
80190939.978000; 2.55; 0.22; -88.38
80206989.783000; 2.55; 0.22; -88.38
80223659.527000; 2.55; 0.22; -88.38
80237657.114000; 2.55; 0.22; -88.38
80253713.597000; 2.55; 0.22; -88.38
80270732.517000; 2.55; 0.22; -88.38
80288051.921000; 2.55; 0.22; -88.38
80301905.451000; 2.55; 0.22; -88.38
80317875.039000; 2.55; 0.22; -88.38
80334179.699000; 2.55; 0.22; -88.38
80349778.467000; 2.55; 0.22; -88.38
80381184.951000; 2.55; 0.22; -88.38
80384957.988000; 2.55; 0.22; -88.38
80399349.958000; 2.55; 0.22; -88.38
80413664.760000; 2.55; 0.22; -88.38
80429653.250000; 2.55; 0.22; -88.38
80447546.241000; 2.55; 0.22; -88.38
80461696.574000; 2.55; 0.22; -88.38
80477828.565000; 2.55; 0.22; -88.38
80495488.757000; 2.55; 0.22; -88.38
80509697.246000; 2.55; 0.22; -88.38
80526639.590000; 2.55; 0.22; -88.38
80543830.002000; 2.55; 0.22; -88.38
80558052.446000; 2.55; 0.22; -88.38
80583973.782000; 2.55; 0.22; -88.38
80589775.798000; 2.55; 0.22; -88.38
80607062.633000; 2.55; 0.22; -88.38
80624298.113000; 2.55; 0.22; -88.38
80637816.285000; 2.55; 0.22; -88.38
80655187.093000; 2.55; 0.22; -88.38
80669708.781000; 2.55; 0.22; -88.38
80686522.044000; 2.55; 0.22; -88.38
80703043.617000; 2.55; 0.22; -88.38
80717659.386000; 2.55; 0.22; -88.38
80734986.998000; 2.55; 0.22; -88.38
80749679.095000; 2.55; 0.22; -88.38
80765700.177000; 2.55; 0.22; -88.38
80782404.677000; 2.55; 0.22; -88.38
80797666.392000; 2.55; 0.22; -88.38
80814093.140000; 2.55; 0.22; -88.38
80830782.868000; 2.55; 0.22; -88.38
80861881.960000; 2.55; 0.22; -88.38
80864945.097000; 2.55; 0.22; -88.38
80877655.165000; 2.55; 0.22; -88.38
80895092.309000; 2.55; 0.22; -88.38
80911905.645000; 2.55; 0.22; -88.38
80925724.885000; 2.55; 0.22; -88.38
80942442.395000; 2.55; 0.22; -88.38
80958889.915000; 2.55; 0.22; -88.38
80975688.164000; 2.55; 0.22; -88.38
80989692.644000; 2.55; 0.22; -88.38
81005984.066000; 2.55; 0.22; -88.38
81021664.053000; 2.55; 0.22; -88.38
81038380.517000; 2.55; 0.22; -88.38
81055153.191000; 2.55; 0.22; -88.38
81071084.712000; 2.55; 0.22; -88.38
81086937.795000; 2.55; 0.22; -88.38
81101774.029000; 2.55; 0.22; -88.38
81118701.914000; 2.55; 0.22; -88.38
81133665.991000; 2.55; 0.22; -88.38
81150108.703000; 2.55; 0.22; -88.38
81165691.321000; 2.55; 0.22; -88.38
81181831.950000; 2.55; 0.22; -88.38
81197840.092000; 2.55; 0.22; -88.38
81213806.385000; 2.55; 0.22; -88.38
81231705.508000; 2.55; 0.22; -88.38
81245712.676000; 2.55; 0.22; -88.38
81262268.094000; 2.55; 0.22; -88.38
81279599.645000; 2.55; 0.22; -88.38
81294335.631000; 2.55; 0.22; -88.38
81310676.014000; 2.55; 0.22; -88.38
81325919.366000; 2.55; 0.22; -88.38
81348831.723000; 2.55; 0.22; -88.38
81369151.542000; 2.55; 0.22; -88.38
81375477.370000; 2.55; 0.22; -88.38
81391175.287000; 2.55; 0.22; -88.38
81406161.988000; 2.55; 0.22; -88.38
81423932.291000; 2.55; 0.22; -88.38
81438295.371000; 2.55; 0.22; -88.38
81455580.021000; 2.55; 0.22; -88.38
81470052.333000; 2.55; 0.22; -88.38
81486957.628000; 2.55; 0.22; -88.38
81501735.803000; 2.55; 0.22; -88.38
81519451.064000; 2.55; 0.22; -88.38
81533699.257000; 2.55; 0.22; -88.38
81551497.847000; 2.55; 0.22; -88.38
81565949.756000; 2.55; 0.22; -88.38
81581715.692000; 2.55; 0.22; -88.38
81598192.006000; 2.55; 0.22; -88.38
81614302.911000; 2.55; 0.22; -88.38
81629845.222000; 2.55; 0.22; -88.38
81645681.520000; 2.55; 0.22; -88.38
81662908.689000; 2.55; 0.22; -88.38
81679851.080000; 2.55; 0.22; -88.38
81693670.809000; 2.55; 0.22; -88.38
81710298.246000; 2.55; 0.22; -88.38
81726159.171000; 2.55; 0.22; -88.38
81741659.062000; 2.55; 0.22; -88.38
81758387.137000; 2.55; 0.22; -88.38
81775093.061000; 2.55; 0.22; -88.38
81791001.227000; 2.55; 0.22; -88.38
81806899.189000; 2.55; 0.22; -88.38
81823146.098000; 2.55; 0.22; -88.38
81839050.675000; 2.55; 0.22; -88.38
81853648.814000; 2.55; 0.22; -88.38
81870658.652000; 2.55; 0.22; -88.38
81885657.919000; 2.55; 0.22; -88.38
81902689.095000; 2.55; 0.22; -88.38
81919436.026000; 2.55; 0.22; -88.38
81933671.603000; 2.55; 0.22; -88.38
81949666.838000; 2.55; 0.22; -88.38
81965657.682000; 2.55; 0.22; -88.38
81981658.139000; 2.55; 0.22; -88.38
81998093.949000; 2.55; 0.22; -88.38
82014927.323000; 2.55; 0.22; -88.38
82031736.279000; 2.55; 0.22; -88.38
82045698.501000; 2.55; 0.22; -88.38
82062744.879000; 2.55; 0.22; -88.38
82078559.529000; 2.55; 0.22; -88.38
82093826.613000; 2.55; 0.22; -88.38
82110292.483000; 2.55; 0.22; -88.38
82126783.238000; 2.55; 0.22; -88.38
82143201.574000; 2.55; 0.22; -88.38
82159429.214000; 2.55; 0.22; -88.38
82173788.105000; 2.55; 0.22; -88.38
82191540.994000; 2.55; 0.22; -88.38
82205640.441000; 2.55; 0.22; -88.38
82221815.787000; 2.55; 0.22; -88.38
82237643.966000; 2.55; 0.22; -88.38
82254059.188000; 2.55; 0.22; -88.38
82271285.000000; 2.55; 0.22; -88.38
82285758.277000; 2.55; 0.22; -88.38
82302637.712000; 2.55; 0.22; -88.38
82317729.730000; 2.55; 0.22; -88.38
82333754.205000; 2.55; 0.22; -88.38
82349704.039000; 2.55; 0.22; -88.38
82366166.216000; 2.55; 0.22; -88.38
82383165.208000; 2.55; 0.22; -88.38
82399288.411000; 2.55; 0.22; -88.38
82413996.229000; 2.55; 0.22; -88.38
82431861.379000; 2.55; 0.22; -88.38
82446048.206000; 2.55; 0.22; -88.38
82463904.158000; 2.55; 0.22; -88.38
82478281.668000; 2.55; 0.22; -88.38
82496295.844000; 2.55; 0.22; -88.38
82510543.967000; 2.55; 0.22; -88.38
82527904.547000; 2.55; 0.22; -88.38
82542697.509000; 2.55; 0.22; -88.38
82558845.241000; 2.55; 0.22; -88.38
82573645.157000; 2.55; 0.22; -88.38
82591646.459000; 2.55; 0.22; -88.38
82605660.332000; 2.55; 0.22; -88.38
82621859.040000; 2.55; 0.22; -88.38
82648575.036000; 2.55; 0.22; -88.38
82655087.430000; 2.55; 0.22; -88.38
82669651.296000; 2.55; 0.22; -88.38
82686370.289000; 2.55; 0.22; -88.38
82703716.572000; 2.55; 0.22; -88.38
82717796.908000; 2.55; 0.22; -88.38
82733697.684000; 2.55; 0.22; -88.38
82751179.641000; 2.55; 0.22; -88.38
82765680.586000; 2.55; 0.22; -88.38
82781724.667000; 2.55; 0.22; -88.38
82798746.273000; 2.55; 0.22; -88.38
82814999.545000; 2.55; 0.22; -88.38
82831694.231000; 2.55; 0.22; -88.38
82845691.940000; 2.55; 0.22; -88.38
82865158.424000; 2.55; 0.22; -88.38
82877765.637000; 2.55; 0.22; -88.38
82894658.382000; 2.55; 0.22; -88.38
82909677.178000; 2.55; 0.22; -88.38
82926262.618000; 2.55; 0.22; -88.38
82943351.456000; 2.55; 0.22; -88.38
82957672.720000; 2.55; 0.22; -88.38
82974171.306000; 2.55; 0.22; -88.38
82990411.975000; 2.55; 0.22; -88.38
83006893.912000; 2.55; 0.22; -88.38
83023721.530000; 2.55; 0.22; -88.38
83039757.186000; 2.55; 0.22; -88.38
83053806.461000; 2.55; 0.22; -88.38
83069703.810000; 2.55; 0.22; -88.38
83085731.468000; 2.55; 0.22; -88.38
83102166.002000; 2.55; 0.22; -88.38
83119214.102000; 2.55; 0.22; -88.38
83135234.681000; 2.55; 0.22; -88.38
83151855.505000; 2.55; 0.22; -88.38
83166066.827000; 2.55; 0.22; -88.38
83182310.929000; 2.55; 0.22; -88.38
83199044.494000; 2.55; 0.22; -88.38
83213682.606000; 2.55; 0.22; -88.38
83229715.810000; 2.55; 0.22; -88.38
83246274.232000; 2.55; 0.22; -88.38
83263185.326000; 2.55; 0.22; -88.38
83278013.038000; 2.55; 0.22; -88.38
83294111.824000; 2.55; 0.22; -88.38
83310582.184000; 2.55; 0.22; -88.38
83326965.986000; 2.55; 0.22; -88.38
83341760.519000; 2.55; 0.22; -88.38
83357781.926000; 2.55; 0.22; -88.38
83373650.367000; 2.55; 0.22; -88.38
83390340.853000; 2.55; 0.22; -88.38
83407130.168000; 2.55; 0.22; -88.38
83421761.109000; 2.55; 0.22; -88.38
83438488.945000; 2.55; 0.22; -88.38
83453770.393000; 2.55; 0.22; -88.38
83470548.205000; 2.55; 0.22; -88.38
83485651.402000; 2.55; 0.22; -88.38
83501859.755000; 2.55; 0.22; -88.38
83519010.650000; 2.55; 0.22; -88.38
83534839.033000; 2.55; 0.22; -88.38
83549687.890000; 2.55; 0.22; -88.38
83566138.931000; 2.55; 0.22; -88.38
83583360.334000; 2.55; 0.22; -88.38
83599707.901000; 2.55; 0.22; -88.38
83614355.187000; 2.55; 0.22; -88.38
83630375.353000; 2.55; 0.22; -88.38
83646803.797000; 2.55; 0.22; -88.38
83663669.133000; 2.55; 0.22; -88.38
83678416.974000; 2.55; 0.22; -88.38
83693642.591000; 2.55; 0.22; -88.38
83709727.731000; 2.55; 0.22; -88.38
83726269.633000; 2.55; 0.22; -88.38
83743341.104000; 2.55; 0.22; -88.38
83760242.901000; 2.55; 0.22; -88.38
83773828.348000; 2.55; 0.22; -88.38
83790769.720000; 2.55; 0.22; -88.38
83805726.055000; 2.55; 0.22; -88.38
83821949.802000; 2.55; 0.22; -88.38
83838791.267000; 2.55; 0.22; -88.38
83853671.552000; 2.55; 0.22; -88.38
83869640.544000; 2.55; 0.22; -88.38
83886811.133000; 2.55; 0.22; -88.38
83903963.885000; 2.55; 0.22; -88.38
83917631.731000; 2.55; 0.22; -88.38
83934058.745000; 2.55; 0.22; -88.38
83950806.384000; 2.55; 0.22; -88.38
83966135.043000; 2.55; 0.22; -88.38
83983808.659000; 2.55; 0.22; -88.38
83997703.180000; 2.55; 0.22; -88.38
84013888.927000; 2.55; 0.22; -88.38
84031050.279000; 2.55; 0.22; -88.38
84047457.758000; 2.55; 0.22; -88.38
84061671.237000; 2.55; 0.22; -88.38
84081450.220000; 2.55; 0.22; -88.38
84094759.254000; 2.55; 0.22; -88.38
84111098.221000; 2.55; 0.22; -88.38
84125793.323000; 2.55; 0.22; -88.38
84142654.347000; 2.55; 0.22; -88.38
84159371.672000; 2.55; 0.22; -88.38
84173695.012000; 2.55; 0.22; -88.38
84189665.330000; 2.55; 0.22; -88.38
84205699.404000; 2.55; 0.22; -88.38
84222325.081000; 2.55; 0.22; -88.38
84237638.576000; 2.55; 0.22; -88.38
84253715.772000; 2.55; 0.22; -88.38
84270591.056000; 2.55; 0.22; -88.38
84287418.494000; 2.55; 0.22; -88.38
84301741.459000; 2.55; 0.22; -88.38
84318049.168000; 2.55; 0.22; -88.38
84335198.642000; 2.55; 0.22; -88.38
84351043.912000; 2.55; 0.22; -88.38
84365747.965000; 2.55; 0.22; -88.38
84396068.237000; 2.55; 0.22; -88.38
84400493.578000; 2.55; 0.22; -88.38
84415784.278000; 2.55; 0.22; -88.38
84429897.490000; 2.55; 0.22; -88.38
84447517.620000; 2.55; 0.22; -88.38
84461843.099000; 2.55; 0.22; -88.38
84479865.139000; 2.55; 0.22; -88.38
84493737.711000; 2.55; 0.22; -88.38
84509971.649000; 2.55; 0.22; -88.38
84527287.282000; 2.55; 0.22; -88.38
84543353.733000; 2.55; 0.22; -88.38
84557694.032000; 2.55; 0.22; -88.38
84574993.511000; 2.55; 0.22; -88.38
84589682.135000; 2.55; 0.22; -88.38
84607237.469000; 2.55; 0.22; -88.38
84623708.484000; 2.55; 0.22; -88.38
84646818.112000; 2.55; 0.22; -88.38
84653632.579000; 2.55; 0.22; -88.38
84671407.977000; 2.55; 0.22; -88.38
84687619.486000; 2.55; 0.22; -88.38
84701710.366000; 2.55; 0.22; -88.38
84717733.162000; 2.55; 0.22; -88.38
84733720.790000; 2.55; 0.22; -88.38
84750173.038000; 2.55; 0.22; -88.38
84767326.031000; 2.55; 0.22; -88.38
84783178.283000; 2.55; 0.22; -88.38
84797639.966000; 2.55; 0.22; -88.38
84814323.353000; 2.55; 0.22; -88.38
84831082.043000; 2.55; 0.22; -88.38
84847477.664000; 2.55; 0.22; -88.38
84861727.849000; 2.55; 0.22; -88.38
84879485.591000; 2.55; 0.22; -89.78
84893664.922000; 2.55; 0.22; -91.00
84911321.058000; 2.55; 0.22; -92.72
84925788.731000; 2.55; 0.22; -93.98
84941672.890000; 2.55; 0.22; -95.52
84958786.882000; 2.55; 0.22; -97.11
84975800.262000; 2.55; 0.22; -98.68
84989673.680000; 2.55; 0.22; -99.90
85006949.843000; 2.55; 0.22; -101.55
85023072.341000; 2.55; 0.22; -103.05
85037633.076000; 2.55; 0.22; -104.31
85054533.234000; 2.55; 0.22; -105.94
85071428.947000; 2.55; 0.22; -107.51
85087739.853000; 2.55; 0.22; -109.02
85101650.002000; 2.55; 0.22; -110.22
85119525.801000; 2.55; 0.22; -111.91
85133665.415000; 2.55; 0.22; -113.16
85150430.954000; 2.55; 0.22; -114.80
85167245.018000; 2.55; 0.22; -116.33
85183544.564000; 2.55; 0.22; -117.86
85197676.225000; 2.55; 0.22; -119.09
85214454.344000; 2.55; 0.22; -120.72
85230625.553000; 2.55; 0.22; -122.21
85246006.587000; 2.55; 0.22; -123.56
85262583.343000; 2.55; 0.22; -125.16
85279374.665000; 2.55; 0.22; -126.72
85295891.096000; 2.55; 0.22; -128.24
85309663.908000; 2.55; 0.22; -129.47
85325664.595000; 2.55; 0.22; -130.96
85341698.381000; 2.55; 0.22; -132.47
85358638.263000; 2.55; 0.22; -134.02
85376675.294000; 2.55; 0.22; -135.70
85389812.305000; 2.55; 0.22; -136.91
85407015.375000; 2.55; 0.22; -138.49
85421664.887000; 2.55; 0.22; -139.76
85440039.741000; 2.55; 0.22; -141.51
85453668.367000; 2.55; 0.22; -142.50
85469722.595000; 2.55; 0.22; -144.29
85485920.166000; 2.55; 0.22; -145.76
85503106.961000; 2.55; 0.22; -147.37
85517665.454000; 2.55; 0.22; -148.58
85533810.000000; 2.55; 0.22; -150.21
85551553.902000; 2.55; 0.22; -151.85
85565638.102000; 2.55; 0.22; -153.05
85584017.532000; 2.55; 0.22; -154.84
85597957.375000; 2.55; 0.22; -156.10
85615859.622000; 2.55; 0.22; -157.73
85629671.655000; 2.55; 0.22; -158.96
85647945.107000; 2.55; 0.22; -160.67
85661624.530000; 2.55; 0.22; -161.93
85678587.898000; 2.55; 0.22; -163.58
85693760.633000; 2.55; 0.22; -164.86
85711114.880000; 2.55; 0.22; -166.56
85725686.196000; 2.55; 0.22; -167.83
85741683.672000; 2.55; 0.22; -169.41
85757726.071000; 2.55; 0.22; -170.87
85773727.220000; 2.55; 0.22; -172.34
85789706.057000; 2.55; 0.22; -173.83
85807076.691000; 2.55; 0.22; -175.42
85821668.599000; 2.55; 0.22; -176.70
85838833.158000; 2.55; 0.22; -178.38
85855121.534000; 2.55; 0.22; -179.89
85870093.454000; 2.54; 0.22; 179.13
85887055.356000; 2.53; 0.22; 179.13
85901688.013000; 2.52; 0.22; 179.13
85917672.781000; 2.51; 0.22; 179.13
85934341.936000; 2.49; 0.22; 179.13
85950391.596000; 2.48; 0.22; 179.13
85967412.858000; 2.47; 0.22; 179.13
85981654.300000; 2.45; 0.22; 179.13
85999288.252000; 2.44; 0.22; 179.13
86013666.496000; 2.43; 0.22; 179.13
86029856.540000; 2.42; 0.22; 179.13
86046185.595000; 2.40; 0.22; 179.13
86063611.867000; 2.39; 0.22; 179.13
86080041.236000; 2.38; 0.22; 179.13
86093712.286000; 2.36; 0.22; 179.13
86109716.055000; 2.35; 0.22; 179.13
86127376.992000; 2.34; 0.22; 179.13
86141696.007000; 2.33; 0.23; 179.13
86158825.430000; 2.31; 0.23; 179.13
86175748.944000; 2.30; 0.23; 179.13
86189686.027000; 2.29; 0.23; 179.13
86207391.064000; 2.27; 0.23; 179.13
86221808.469000; 2.26; 0.23; 179.13
86237717.630000; 2.25; 0.23; 179.13
86254401.537000; 2.24; 0.23; 179.13
86272213.689000; 2.22; 0.23; 179.13
86285779.944000; 2.21; 0.23; 179.13
86302989.966000; 2.20; 0.23; 179.13
86317658.830000; 2.19; 0.23; 179.13
86334008.732000; 2.17; 0.23; 179.13
86350404.250000; 2.16; 0.23; 179.13
86367633.676000; 2.15; 0.23; 179.13
86381968.973000; 2.13; 0.23; 179.13
86398995.628000; 2.12; 0.23; 179.13
86413695.235000; 2.11; 0.23; 179.13
86430890.386000; 2.09; 0.23; 179.13
86445713.820000; 2.08; 0.23; 179.13
86462924.258000; 2.07; 0.23; 179.13
86477707.035000; 2.06; 0.23; 179.13
86495287.405000; 2.04; 0.23; 179.13
86511850.990000; 2.03; 0.23; 179.13
86525808.513000; 2.02; 0.23; 179.13
86541803.453000; 2.01; 0.23; 179.13
86559868.219000; 1.99; 0.23; 179.13
86573886.827000; 1.98; 0.23; 179.13
86591349.963000; 1.97; 0.23; 179.13
86607953.184000; 1.95; 0.23; 179.13
86622776.418000; 1.94; 0.23; 179.13
86637689.614000; 1.93; 0.23; 179.13
86654788.497000; 1.92; 0.23; 179.13
86671143.340000; 1.90; 0.23; 179.13
86685639.144000; 1.89; 0.23; 179.13
86701699.663000; 1.88; 0.23; 179.13
86717709.715000; 1.86; 0.23; 179.13
86734797.808000; 1.85; 0.23; 179.13
86749845.936000; 1.84; 0.23; 179.13
86766018.896000; 1.83; 0.23; 179.13
86782147.245000; 1.81; 0.23; 179.13
86800003.484000; 1.80; 0.23; 179.13
86813686.177000; 1.79; 0.23; 179.13
86829905.146000; 1.77; 0.23; 179.13
86846969.542000; 1.76; 0.23; 179.13
86861717.326000; 1.75; 0.23; 179.13
86881709.524000; 1.74; 0.23; 179.15
86894865.875000; 1.73; 0.23; 179.17
86909665.221000; 1.72; 0.23; 179.18
86926635.407000; 1.71; 0.23; 179.20
86942915.064000; 1.70; 0.23; 179.22
86957664.662000; 1.69; 0.23; 179.24
86974440.188000; 1.67; 0.23; 179.26
86991030.822000; 1.66; 0.24; 179.28
87005627.832000; 1.65; 0.24; 179.30
87023278.862000; 1.64; 0.24; 179.32
87037668.142000; 1.63; 0.24; 179.33
87053730.164000; 1.62; 0.24; 179.35
87071522.356000; 1.61; 0.24; 179.37
87085631.586000; 1.60; 0.24; 179.39
87102664.942000; 1.59; 0.24; 179.41
87118202.457000; 1.58; 0.24; 179.43
87133681.584000; 1.57; 0.24; 179.45
87149725.327000; 1.56; 0.24; 179.47
87165792.399000; 1.55; 0.24; 179.49
87182747.688000; 1.54; 0.24; 179.51
87199170.884000; 1.53; 0.24; 179.53
87215205.711000; 1.52; 0.24; 179.55
87229669.174000; 1.51; 0.24; 179.56
87245837.224000; 1.50; 0.24; 179.58
87262403.936000; 1.48; 0.24; 179.60
87279230.769000; 1.47; 0.24; 179.62
87294444.206000; 1.46; 0.24; 179.64
87310746.619000; 1.45; 0.24; 179.66
87325713.955000; 1.44; 0.24; 179.68
87341727.483000; 1.43; 0.24; 179.70
87358873.719000; 1.42; 0.24; 179.72
87376004.670000; 1.41; 0.24; 179.73
87389658.819000; 1.40; 0.24; 179.75
87406573.377000; 1.39; 0.24; 179.77
87423226.577000; 1.38; 0.24; 179.79
87437838.671000; 1.37; 0.24; 179.81
87455118.576000; 1.36; 0.24; 179.83
87469798.204000; 1.35; 0.24; 179.85
87485886.647000; 1.34; 0.24; 179.87
87507440.220000; 1.32; 0.24; 179.89
87517919.629000; 1.32; 0.24; 179.91
87534909.174000; 1.30; 0.24; 179.93
87551397.450000; 1.29; 0.24; 179.95
87565839.890000; 1.28; 0.24; 179.96
87581681.348000; 1.27; 0.24; 179.98
87599812.445000; 1.26; 0.24; -180.00
87613952.552000; 1.25; 0.24; -179.98
87631625.558000; 1.24; 0.24; -179.96
87647845.058000; 1.23; 0.24; -179.94
87661802.442000; 1.22; 0.24; -179.92
87678272.348000; 1.21; 0.24; -179.90
87695667.702000; 1.20; 0.24; -179.88
87709630.893000; 1.19; 0.24; -179.87
87725704.024000; 1.18; 0.24; -179.85
87742780.707000; 1.17; 0.24; -179.83
87758880.064000; 1.16; 0.24; -179.81
87775519.367000; 1.15; 0.24; -179.79
87791515.153000; 1.13; 0.24; -179.77
87805879.822000; 1.12; 0.24; -179.75
87822387.079000; 1.11; 0.24; -179.73
87839022.537000; 1.10; 0.24; -179.71
87855163.890000; 1.09; 0.24; -179.69
87870219.428000; 1.09; 0.24; -179.68
87885824.943000; 1.09; 0.24; -179.68
87902160.356000; 1.09; 0.24; -179.68
87918532.909000; 1.09; 0.24; -179.68
87935358.530000; 1.09; 0.24; -179.68
87949665.554000; 1.09; 0.24; -179.68
87965709.927000; 1.09; 0.24; -179.68
87982376.579000; 1.09; 0.24; -179.68
87999098.777000; 1.09; 0.24; -179.68
88013761.039000; 1.09; 0.24; -179.68
88030873.103000; 1.09; 0.24; -179.68
88047061.916000; 1.09; 0.24; -179.68
88061660.726000; 1.09; 0.24; -179.68
88077664.734000; 1.09; 0.24; -179.68
88094526.762000; 1.09; 0.24; -179.68
88110976.439000; 1.09; 0.24; -179.68
88125670.700000; 1.09; 0.24; -179.68
88141678.195000; 1.09; 0.24; -179.68
88157724.579000; 1.09; 0.24; -179.68
88173908.305000; 1.09; 0.24; -179.68
88189687.758000; 1.09; 0.24; -179.68
88205966.028000; 1.09; 0.24; -179.68
88223641.601000; 1.09; 0.24; -179.68
88237712.641000; 1.09; 0.24; -179.68
88255297.535000; 1.09; 0.24; -179.68
88270374.437000; 1.09; 0.24; -179.68
88286080.665000; 1.09; 0.24; -179.68
88301880.212000; 1.09; 0.24; -179.68
88318231.243000; 1.09; 0.24; -179.68
88335345.522000; 1.09; 0.24; -179.68
88351804.680000; 1.09; 0.24; -179.68
88366718.570000; 1.09; 0.24; -179.68
88384162.844000; 1.09; 0.24; -179.68
88397662.619000; 1.09; 0.24; -179.68
88415396.404000; 1.09; 0.24; -179.68
88429697.024000; 1.09; 0.24; -179.68
88447619.641000; 1.09; 0.24; -179.68
88463636.603000; 1.09; 0.24; -179.68
88478354.470000; 1.09; 0.24; -179.68
88496385.074000; 1.09; 0.24; -179.68
88510345.490000; 1.09; 0.24; -179.68
88527634.488000; 1.09; 0.24; -179.68
88541690.791000; 1.09; 0.24; -179.68
88557718.898000; 1.09; 0.24; -179.68
88575627.833000; 1.09; 0.24; -179.68
88589689.925000; 1.09; 0.24; -179.68
88606185.996000; 1.09; 0.24; -179.68
88621690.307000; 1.09; 0.24; -179.68
88638273.411000; 1.09; 0.24; -179.68
88653696.253000; 1.09; 0.24; -179.68
88670849.564000; 1.09; 0.24; -179.68
88685630.512000; 1.09; 0.24; -179.68
88703592.975000; 1.09; 0.24; -179.68
88717702.841000; 1.09; 0.24; -179.68
88733672.869000; 1.09; 0.24; -179.68
88751063.145000; 1.09; 0.24; -179.68
88767927.320000; 1.09; 0.24; -179.68
88782184.233000; 1.09; 0.24; -179.68
88798146.593000; 1.09; 0.24; -179.68
88815611.185000; 1.09; 0.24; -179.68
88830148.159000; 1.09; 0.24; -179.68
88846926.320000; 1.09; 0.24; -179.68
88862536.546000; 1.09; 0.24; -179.68
88881054.475000; 1.09; 0.24; -179.68
88893745.181000; 1.09; 0.24; -179.68
88909659.529000; 1.09; 0.24; -179.68
88925715.330000; 1.09; 0.24; -179.68
88941793.357000; 1.09; 0.24; -179.68
88958589.735000; 1.09; 0.24; -179.68
88973703.343000; 1.09; 0.24; -179.68
88989661.649000; 1.09; 0.24; -179.68
89006890.857000; 1.09; 0.24; -179.68
89021648.730000; 1.09; 0.24; -179.68
89037655.878000; 1.09; 0.24; -179.68
89053689.492000; 1.09; 0.24; -179.68
89070607.385000; 1.09; 0.24; -179.68
89087880.970000; 1.09; 0.24; -179.68
89101725.028000; 1.09; 0.24; -179.68
89131854.783000; 1.09; 0.24; -179.68
89134864.899000; 1.09; 0.24; -179.68
89149651.888000; 1.09; 0.24; -179.68
89167167.386000; 1.09; 0.24; -179.68
89181666.753000; 1.09; 0.24; -179.68
89197804.941000; 1.09; 0.24; -179.68
89214095.832000; 1.09; 0.24; -179.68
89231409.485000; 1.09; 0.24; -179.68
89247678.826000; 1.09; 0.24; -179.68
89261670.864000; 1.09; 0.24; -179.68
89277688.775000; 1.09; 0.24; -179.68
89294097.341000; 1.09; 0.24; -179.68
89309621.823000; 1.09; 0.24; -179.68
89325700.751000; 1.09; 0.24; -179.68
89343555.816000; 1.09; 0.24; -179.68
89357665.422000; 1.09; 0.24; -179.68
89373659.001000; 1.09; 0.24; -179.68
89389643.858000; 1.09; 0.24; -179.68
89406564.890000; 1.09; 0.24; -179.68
89421654.116000; 1.09; 0.24; -179.68
89437942.633000; 1.09; 0.24; -179.68
89453737.937000; 1.09; 0.24; -179.68
89471720.197000; 1.09; 0.24; -179.68
89485672.095000; 1.09; 0.24; -179.68
89501693.314000; 1.09; 0.24; -179.68
89517798.719000; 1.09; 0.24; -179.68
89533703.351000; 1.09; 0.24; -179.68
89550336.114000; 1.09; 0.24; -179.68
89567271.866000; 1.09; 0.24; -179.68
89583518.806000; 1.09; 0.24; -179.68
89599567.139000; 1.09; 0.24; -179.68
89613705.524000; 1.09; 0.24; -179.68
89630327.706000; 1.09; 0.24; -179.68
89646275.838000; 1.09; 0.24; -179.68
89663416.437000; 1.09; 0.24; -179.68
89679787.415000; 1.09; 0.24; -179.68
